GeneName,UniProtID,DrugBank ID,Name,Type,UniProt Name,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG,
5221,HPD,P32754,DB00348,Nitisinone,SmallMoleculeDrug,4-hydroxyphenylpyruvate dioxygenase,0,0,0,0,0,0,0,0,1,1,0,0
5223,HPN,P05981,DB00522,Bentiromide,SmallMoleculeDrug,Serine protease hepsin,0,1,0,0,0,0,0,0,1,1,0,0
5225,HPN,P05981,DB03643,CRA_1144,SmallMoleculeDrug,Serine protease hepsin,0,1,0,0,0,0,0,0,1,1,0,0
5229,HPRT1,P00492,DB03153,"3h-Pyrazolo[4,3-D]Pyrimidin-7-Ol",SmallMoleculeDrug,Hypoxanthine-guanine phosphoribosyltransferase,0,0,0,0,0,0,0,0,1,1,0,0
5233,HPRT1,P00492,DB04356,9-Deazaguanine,SmallMoleculeDrug,Hypoxanthine-guanine phosphoribosyltransferase,0,0,0,0,0,0,0,0,1,1,0,0
5234,HRAS,P01112,DB03226,Trifluoroethanol,SmallMoleculeDrug,GTPase HRas,0,0,0,0,0,0,0,0,1,1,1,0
5238,HRAS,P01112,DB08751,"N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE",SmallMoleculeDrug,GTPase HRas,0,0,0,0,0,0,0,0,1,1,1,0
5240,HRH1,P35367,DB01146,Diphenylpyraline,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5242,HRH1,P35367,DB01071,Mequitazine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5245,HRH1,P35367,DB04837,Clofedanol,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5248,HRH1,P35367,DB01615,Aceprometazine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5249,HRH1,P35367,DB00637,Astemizole,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5250,HRH1,P35367,DB08922,Perospirone,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5251,HRH1,P35367,DB01176,Cyclizine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5252,HRH1,P35367,DB00967,Desloratadine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5256,HRH1,P35367,DB00341,Cetirizine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5259,HRH1,P35367,DB00792,Tripelennamine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5263,HRH1,P35367,DB01237,Bromodiphenhydramine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5264,HRH1,P35367,DB00283,Clemastine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5267,HRH1,P35367,DB09488,Acrivastine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5273,HRH1,P35367,DB01114,Chlorphenamine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5276,HRH1,P35367,DB01619,Phenindamine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5280,HRH1,P35367,DB09555,Dexchlorpheniramine maleate,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5282,HRH1,P35367,DB00405,Dexbrompheniramine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5287,HRH1,P35367,DB00557,Hydroxyzine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5288,HRH1,P35367,DB06282,Levocetirizine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5289,HRH1,P35367,DB06016,Cariprazine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5292,HRH1,P35367,DB00972,Azelastine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5293,HRH1,P35367,DB00455,Loratadine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5301,HRH1,P35367,DB01246,Alimemazine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5306,HRH1,P35367,DB05079,HY10275,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5307,HRH1,P35367,DB05381,Histamine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5308,HRH1,P35367,DB08802,Isothipendyl,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5310,HRH1,P35367,DB08800,Chloropyramine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5312,HRH1,P35367,DB01106,Levocabastine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5314,HRH1,P35367,DB01075,Diphenhydramine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5315,HRH1,P35367,DB00950,Fexofenadine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5316,HRH1,P35367,DB09016,Butriptyline,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5319,HRH1,P35367,DB01084,Emedastine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5321,HRH1,P35367,DB04890,Bepotastine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5323,HRH1,P35367,DB11591,Bilastine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5325,HRH1,P35367,DB06698,Betahistine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5326,HRH1,P35367,DB11614,Rupatadine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5327,HRH1,P35367,DB00902,Methdilazine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5328,HRH1,P35367,DB08801,Dimetindene,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5329,HRH1,P35367,DB06766,Alcaftadine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5331,HRH1,P35367,DB05345,SO-101,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5333,HRH1,P35367,DB05080,OBE101,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5334,HRH1,P35367,DB08799,Antazoline,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5336,HRH1,P35367,DB00719,Azatadine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5337,HRH1,P35367,DB00985,Dimenhydrinate,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5338,HRH1,P35367,DB08936,Chlorcyclizine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5340,HRH1,P35367,DB06691,Mepyramine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5341,HRH1,P35367,DB00427,Triprolidine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5342,HRH1,P35367,DB00748,Carbinoxamine,SmallMoleculeDrug,Histamine H1 receptor,0,1,0,0,0,0,0,0,0,0,0,0
5348,HS3ST3A1,Q9Y663,DB02264,O2-Sulfo-Glucuronic Acid,SmallMoleculeDrug,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,0,1,0,0,0,0,0,0,1,1,0,0
5350,HSD17B10,Q99714,DB02820,"1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct",SmallMoleculeDrug,3-hydroxyacyl-CoA dehydrogenase type-2,0,0,0,0,0,0,0,0,1,1,0,0
5361,HSD17B4,P51659,DB03192,3r-Hydroxydecanoyl-Coa,SmallMoleculeDrug,Peroxisomal multifunctional enzyme type 2,0,0,0,0,1,0,0,0,1,1,0,0
5366,HSF1,Q00613,DB06258,Bimoclomol,SmallMoleculeDrug,Heat shock factor protein 1,1,0,1,0,0,0,0,0,0,0,0,0
5369,HSP90AA1,P07900,DB12442,Alvespimycin,SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5370,HSP90AA1,P07900,DB07319,"6-(3-BROMO-2-NAPHTHYL)-1,3,5-TRIAZINE-2,4-DIAMINE",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5371,HSP90AA1,P07900,DB07502,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5372,HSP90AA1,P07900,DB08443,"2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5375,HSP90AA1,P07900,DB03899,9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5376,HSP90AA1,P07900,DB08787,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5377,HSP90AA1,P07900,DB08789,"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5378,HSP90AA1,P07900,DB08194,"4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5379,HSP90AA1,P07900,DB02840,"4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5380,HSP90AA1,P07900,DB02550,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5381,HSP90AA1,P07900,DB00716,Nedocromil,SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5382,HSP90AA1,P07900,DB06961,"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5383,HSP90AA1,P07900,DB03093,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5384,HSP90AA1,P07900,DB06958,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5385,HSP90AA1,P07900,DB03809,9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5386,HSP90AA1,P07900,DB07601,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5387,HSP90AA1,P07900,DB06964,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5388,HSP90AA1,P07900,DB08436,"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5389,HSP90AA1,P07900,DB03137,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5390,HSP90AA1,P07900,DB06969,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5392,HSP90AA1,P07900,DB08788,"3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5394,HSP90AA1,P07900,DB04588,"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5395,HSP90AA1,P07900,DB03749,"4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5396,HSP90AA1,P07900,DB04505,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5397,HSP90AA1,P07900,DB07495,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5399,HSP90AA1,P07900,DB07100,"4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5400,HSP90AA1,P07900,DB08557,"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5402,HSP90AA1,P07900,DB07317,(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one,SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5404,HSP90AA1,P07900,DB07325,N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE,SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5407,HSP90AA1,P07900,DB07324,"3-({2-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)ETHYNYL]BENZYL}AMINO)-1,3-OXAZOL-2(3H)-ONE",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5408,HSP90AA1,P07900,DB03504,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5409,HSP90AA1,P07900,DB08442,"4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5410,HSP90AA1,P07900,DB04254,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5411,HSP90AA1,P07900,DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5413,HSP90AA1,P07900,DB08786,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5414,HSP90AA1,P07900,DB02359,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5415,HSP90AA1,P07900,DB06957,"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5416,HSP90AA1,P07900,DB06956,"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5417,HSP90AA1,P07900,DB08197,"(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime",SmallMoleculeDrug,Heat shock protein HSP 90-alpha,0,0,0,0,0,0,0,0,0,1,0,0
5418,HSP90AB1,P08238,DB08346,"(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE",SmallMoleculeDrug,Heat shock protein HSP 90-beta,0,0,0,0,0,0,0,0,0,1,0,0
5421,HSP90AB1,P08238,DB08293,"(5E)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",SmallMoleculeDrug,Heat shock protein HSP 90-beta,0,0,0,0,0,0,0,0,0,1,0,0
5430,HSP90AB1,P08238,DB08045,"4-{4-[4-(3-AMINOPROPOXY)PHENYL]-1H-PYRAZOL-5-YL}-6-CHLOROBENZENE-1,3-DIOL",SmallMoleculeDrug,Heat shock protein HSP 90-beta,0,0,0,0,0,0,0,0,0,1,0,0
5431,HSP90AB1,P08238,DB08153,"(5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE",SmallMoleculeDrug,Heat shock protein HSP 90-beta,0,0,0,0,0,0,0,0,0,1,0,0
5432,HSP90AB1,P08238,DB08292,"(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",SmallMoleculeDrug,Heat shock protein HSP 90-beta,0,0,0,0,0,0,0,0,0,1,0,0
5433,HSP90B1,P14625,DB03719,N-Ethyl-5'-Carboxamido Adenosine,SmallMoleculeDrug,Endoplasmin,0,0,0,0,0,0,0,0,0,0,0,0
5437,HSP90B1,P14625,DB02103,2-Chlorodideoxyadenosine,SmallMoleculeDrug,Endoplasmin,0,0,0,0,0,0,0,0,0,0,0,0
5439,HSP90B1,P14625,DB02935,Diglyme,SmallMoleculeDrug,Endoplasmin,0,0,0,0,0,0,0,0,0,0,0,0
5459,HSPB1,P04792,DB06094,Apatorsen,SmallMoleculeDrug,Heat shock protein beta-1,0,0,0,0,0,0,0,0,1,0,0,0
5472,HTR2C,P28335,DB06594,Agomelatine,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5490,HTR2C,P28335,DB04884,Dapoxetine,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5494,HTR2C,P28335,DB01079,Tegaserod,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5495,HTR2C,P28335,DB13940,"2,5-Dimethoxy-4-ethylthioamphetamine",SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5498,HTR2C,P28335,DB00574,Fenfluramine,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5499,HTR2C,P28335,DB06446,Dotarizine,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5509,HTR2C,P28335,DB12163,Sarpogrelate,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5510,HTR2C,P28335,DB06512,Deramciclane,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5511,HTR2C,P28335,DB09014,Captodiame,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5516,HTR2C,P28335,DB01537,"4-Bromo-2,5-dimethoxyphenethylamine",SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5518,HTR2C,P28335,DB00247,Methysergide,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5520,HTR2C,P28335,DB04871,Lorcaserin,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5523,HTR2C,P28335,DB01454,Midomafetamine,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5526,HTR2C,P28335,DB01191,Dexfenfluramine,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5528,HTR2C,P28335,DB06144,Sertindole,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5538,HTR2C,P28335,DB12110,m-Chlorophenylpiperazine,SmallMoleculeDrug,5-hydroxytryptamine receptor 2C,0,1,0,0,0,0,0,0,0,0,0,0
5565,IDH2,P48735,DB13874,Enasidenib,SmallMoleculeDrug,"Isocitrate dehydrogenase [NADP], mitochondrial",0,0,0,0,0,0,0,0,1,0,1,0
5580,IFNAR2,P48551,DB00069,Interferon alfacon-1,BiotechDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5581,IFNAR2,P48551,DB00011,Interferon alfa-n1,BiotechDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5582,IFNAR2,P48551,DB00034,"Interferon Alfa-2a, Recombinant",BiotechDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5583,IFNAR2,P48551,DB00105,"Interferon Alfa-2b, Recombinant",BiotechDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5584,IFNAR2,P48551,DB00022,Peginterferon alfa-2b,BiotechDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5585,IFNAR2,P48551,DB06152,Nylidrin,SmallMoleculeDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5586,IFNAR2,P48551,DB00060,Interferon beta-1a,BiotechDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5587,IFNAR2,P48551,DB00008,Peginterferon alfa-2a,BiotechDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5588,IFNAR2,P48551,DB05472,omega interferon,SmallMoleculeDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5589,IFNAR2,P48551,DB00068,Interferon beta-1b,BiotechDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5590,IFNAR2,P48551,DB00018,Interferon alfa-n3,BiotechDrug,Interferon alpha/beta receptor 2,0,1,0,0,0,0,0,0,0,0,0,0
5592,IFNG,P01579,DB05111,Fontolizumab,BiotechDrug,Interferon gamma,0,0,0,0,0,0,0,0,0,0,0,0
5595,IFNG,P01579,DB05110,VIR201,BiotechDrug,Interferon gamma,0,0,0,0,0,0,0,0,0,0,0,0
5608,IGF1R,P08069,DB07156,"(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione",SmallMoleculeDrug,Insulin-like growth factor 1 receptor,0,1,0,1,0,0,0,0,1,1,0,0
5611,IGF1R,P08069,DB07474,3-[5-(1H-IMIDAZOL-1-YL)-7-METHYL-1H-BENZIMIDAZOL-2-YL]-4-[(PYRIDIN-2-YLMETHYL)AMINO]PYRIDIN-2(1H)-ONE,SmallMoleculeDrug,Insulin-like growth factor 1 receptor,0,1,0,1,0,0,0,0,1,1,0,0
5612,IGF1R,P08069,DB05023,ATL1101,SmallMoleculeDrug,Insulin-like growth factor 1 receptor,0,1,0,1,0,0,0,0,1,1,0,0
5613,IGF1R,P08069,DB06075,Linsitinib,SmallMoleculeDrug,Insulin-like growth factor 1 receptor,0,1,0,1,0,0,0,0,1,1,0,0
5616,IGF1R,P08069,DB05897,rhIGFBP-3,SmallMoleculeDrug,Insulin-like growth factor 1 receptor,0,1,0,1,0,0,0,0,1,1,0,0
5618,IGF1R,P08069,DB12250,Cixutumumab,BiotechDrug,Insulin-like growth factor 1 receptor,0,1,0,1,0,0,0,0,1,1,0,0
5626,IGF2R,P11717,DB13173,Cerliponase alfa,BiotechDrug,Cation-independent mannose-6-phosphate receptor,0,1,0,0,0,0,0,0,0,0,0,0
5628,IGFBP3,P17936,DB06448,Lonafarnib,SmallMoleculeDrug,Insulin-like growth factor-binding protein 3,0,0,0,0,0,0,0,0,0,0,0,0
5637,IGHA2,P01877,DB04676,Dansyllysine,SmallMoleculeDrug,Ig alpha-2 chain C region,0,0,0,0,0,0,0,0,0,0,0,0
