LINK	A375	A549	ASC	HA1E	HCC515	HEPG2	MCF7	NPC	PC3	VCAP
INTS3_PTPRK	0	0	0	0	1	0	0	0	0	0
INTS3_PUF60	0	0	0	0	0	0	0	0	1	0
INTS3_RB1	0	0	0	0	1	0	0	0	0	0
INTS3_RHOA	1	0	0	0	0	0	0	0	0	0
INTS3_RPS6	0	0	0	0	0	0	0	0	1	0
INTS3_RRAGA	0	1	0	0	0	0	0	0	0	1
INTS3_SHB	0	0	0	0	0	0	0	0	0	1
INTS3_SPTAN1	0	0	0	0	0	0	0	0	0	1
INTS3_STK10	0	0	0	0	0	0	0	0	0	1
INTS3_STX1A	0	0	0	0	0	0	0	0	0	1
INTS3_TATDN2	1	1	0	0	0	0	0	0	0	0
INTS3_TCTA	0	1	0	0	0	0	0	0	0	0
INTS3_TERF2IP	0	1	0	0	0	0	0	0	0	1
INTS3_TFDP1	0	1	0	0	0	0	0	0	0	0
INTS3_TNFRSF21	0	0	1	0	0	0	0	0	0	0
INTS3_USP6NL	1	0	0	0	0	0	0	0	0	0
INTS3_UTP14A	0	1	0	0	0	0	0	0	0	0
INTS3_VAPB	0	1	1	0	0	0	0	0	0	0
INTS3_VAT1	1	0	0	0	1	0	0	0	0	0
IPO13_AKT1	0	1	1	0	1	0	0	0	1	1
IPO13_ASAH1	0	1	0	0	0	0	0	0	0	0
IPO13_BIRC5	0	0	0	0	1	0	0	0	0	0
IPO13_CCNE2	0	0	0	0	0	0	0	0	1	0
IPO13_CDC42	0	0	0	0	0	0	0	0	0	1
IPO13_COASY	0	1	0	0	0	0	0	0	0	0
IPO13_CREB1	0	1	0	0	0	0	0	0	0	0
IPO13_CSK	1	0	0	0	0	0	0	0	0	0
IPO13_FYN	0	1	0	0	1	0	0	0	1	0
IPO13_FZD1	0	0	0	0	1	0	0	0	0	1
IPO13_GADD45B	0	1	0	0	0	0	0	0	0	0
IPO13_GRN	0	0	0	0	1	0	0	0	0	0
IPO13_LGALS8	0	0	1	0	0	0	0	0	0	0
IPO13_MYL9	0	1	0	0	0	0	0	0	0	0
IPO13_PEX11A	0	0	0	0	1	0	0	0	0	0
IPO13_PIGB	0	0	0	0	1	0	0	0	0	0
IPO13_PIH1D1	0	0	1	0	1	0	0	0	0	1
IPO13_POLE2	0	0	1	0	0	0	0	0	0	0
IPO13_POLR2K	0	1	0	0	0	0	0	0	0	0
IPO13_PPIE	0	0	1	0	0	0	0	0	0	0
IPO13_PRKAG2	0	0	0	0	1	0	0	0	0	0
IPO13_PYCR1	0	0	1	0	0	0	0	0	0	0
IPO13_RAE1	0	0	0	0	0	0	0	0	0	1
IPO13_SKIV2L	0	0	1	0	1	0	0	0	0	1
IPO13_STAT1	0	0	0	0	0	0	0	0	1	0
IPO13_TLE1	0	0	0	0	1	0	0	0	0	0
IPO13_TRAPPC3	0	0	1	0	1	0	0	0	0	0
IQGAP1_SMARCA4	0	0	0	0	0	0	0	0	1	0
ISOC1_CIRBP	0	0	1	0	0	0	0	0	0	0
ISOC1_CSNK2A2	1	1	1	0	0	0	0	0	1	1
ISOC1_EAPP	1	0	0	0	0	0	0	0	0	0
ISOC1_FSD1	1	0	0	0	0	0	0	0	0	0
ISOC1_KIAA0753	0	0	0	0	1	0	0	0	0	0
ISOC1_MAP4K4	0	0	1	0	0	0	0	0	0	0
ISOC1_MYLK	0	0	0	0	0	0	0	0	1	0
ISOC1_NOL3	1	0	0	0	0	0	0	0	0	0
ISOC1_TCTA	0	0	1	0	0	0	0	0	0	0
ISOC1_TMCO1	0	0	0	0	0	0	0	0	1	0
ISOC1_WRB	1	0	0	0	0	0	0	0	0	0
ITFG1_ARL4C	0	0	1	0	0	0	0	0	0	0
ITFG1_CCDC85B	0	0	0	0	1	0	0	0	0	0
ITFG1_CDC45	0	0	0	0	0	0	1	0	0	0
ITFG1_CDCA4	0	0	0	0	0	0	1	0	0	0
ITFG1_CDK2	0	0	0	0	0	0	0	0	1	0
ITFG1_CLIC4	0	0	0	0	0	0	1	0	0	0
ITFG1_ENOPH1	0	0	0	0	0	0	1	0	0	0
ITFG1_EPRS	0	0	0	0	0	0	1	0	0	0
ITFG1_HERC6	1	0	0	0	0	0	0	0	0	0
ITFG1_IGHMBP2	0	0	0	0	0	0	1	0	0	0
ITFG1_KIAA0196	0	0	0	0	0	0	0	0	1	0
ITFG1_KIAA1033	0	0	0	0	0	0	1	0	0	0
ITFG1_KIF2C	0	0	0	0	0	0	1	0	0	0
ITFG1_NOTCH1	0	0	0	0	0	0	1	0	0	0
ITFG1_OXA1L	0	0	1	0	0	0	0	0	0	0
ITFG1_PLCB3	0	0	0	0	0	0	1	0	0	0
ITFG1_PRR15L	0	0	1	0	0	0	0	0	0	0
ITFG1_PSME1	0	0	0	0	0	0	1	0	0	0
ITFG1_PTGS2	0	0	0	0	0	0	0	0	1	0
ITFG1_SPP1	0	0	0	0	1	0	0	0	0	0
ITFG1_TNIP1	0	0	0	0	0	0	1	0	0	0
ITFG1_USP22	0	0	1	0	0	0	0	0	0	0
ITFG1_ZNF318	0	0	1	0	0	0	0	0	0	0
ITGAE_CDC25A	0	1	0	0	0	0	0	0	0	0
ITGAE_EGR1	0	0	0	0	1	0	0	0	0	0
ITGAE_GADD45A	0	0	0	0	0	0	0	0	1	0
ITGAE_MYBL2	0	0	0	0	0	0	0	0	0	1
ITGAE_NUP88	1	0	0	0	0	0	0	0	0	0
ITGAE_PMM2	1	0	0	0	0	0	0	0	0	0
ITGAE_RAD9A	0	0	0	0	1	0	0	0	0	0
ITGAE_TRIB1	0	0	0	0	0	0	0	0	0	1
ITGAE_TWF2	0	0	0	0	0	0	0	0	0	1
ITGAE_UBE2A	0	0	0	0	0	0	0	0	0	1
ITGB1BP1_ACAT2	1	1	0	0	0	0	1	0	0	1
ITGB1BP1_ACBD3	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_APOE	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_ARNT2	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_BAD	0	0	0	0	0	0	1	0	0	1
ITGB1BP1_BCL2	0	0	0	0	0	0	0	0	0	1
ITGB1BP1_CCP110	0	1	0	0	1	0	0	0	0	0
ITGB1BP1_CDCA4	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_DNAJB1	0	0	0	0	1	0	0	0	0	0
ITGB1BP1_EGFR	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_ELAC2	0	0	0	0	0	0	0	0	0	1
ITGB1BP1_ENOSF1	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_FAM63A	0	1	0	0	0	0	0	0	0	0
ITGB1BP1_FHL2	1	0	0	0	0	0	0	0	0	0
ITGB1BP1_HPRT1	1	0	0	0	0	0	0	0	0	0
ITGB1BP1_IGHMBP2	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_LOXL1	0	0	0	0	0	0	0	0	0	1
ITGB1BP1_MOK	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_MYC	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_NPC1	0	0	0	0	1	0	0	0	0	0
ITGB1BP1_NR2F6	0	1	0	0	0	0	0	0	0	0
ITGB1BP1_PGAM1	0	0	0	0	1	0	0	0	0	0
ITGB1BP1_PIK3R4	0	0	0	0	0	0	0	0	0	1
ITGB1BP1_POLR2K	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_PRKCD	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_PRSS23	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_PSME1	1	1	0	0	1	0	1	0	0	1
ITGB1BP1_RAB27A	0	0	0	0	1	0	0	0	0	0
ITGB1BP1_RALGDS	0	0	0	0	1	0	0	0	0	0
ITGB1BP1_RBKS	0	0	0	0	0	0	0	0	0	1
ITGB1BP1_RPN1	1	0	0	0	0	0	0	0	0	0
ITGB1BP1_SMARCD2	0	1	0	0	0	0	0	0	0	0
ITGB1BP1_ST7	0	0	0	0	1	0	0	0	0	0
ITGB1BP1_STX1A	0	0	0	0	1	0	0	0	0	1
ITGB1BP1_SYPL1	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_TATDN2	0	0	0	0	1	0	0	0	0	0
ITGB1BP1_TBX2	0	0	0	0	1	0	0	0	0	0
ITGB1BP1_THAP11	0	1	0	0	0	0	0	0	0	0
ITGB1BP1_TIMM17B	0	0	0	0	0	0	1	0	0	0
ITGB1BP1_UBE3B	0	0	0	0	1	0	0	0	0	0
ITGB1BP1_UBE3C	0	0	1	0	0	0	0	0	0	0
ITGB1BP1_UBQLN2	0	0	0	0	1	0	0	0	0	0
ITGB5_ARID5B	0	1	0	0	0	0	0	0	0	0
ITGB5_ARNT2	0	1	0	0	0	0	0	0	0	0
ITGB5_ASCC3	1	0	0	0	0	0	0	0	0	0
ITGB5_BHLHE40	0	1	0	0	0	0	0	0	0	0
ITGB5_CNDP2	0	0	1	0	0	0	0	0	0	0
ITGB5_HSPA4	0	0	1	0	0	0	0	0	0	0
ITGB5_JMJD6	0	0	0	0	1	0	0	0	0	0
ITGB5_KIAA0907	0	0	0	0	1	0	0	0	0	0
ITGB5_PLSCR1	0	0	0	0	0	0	0	0	1	0
ITGB5_PTK2	0	0	0	0	0	0	0	0	1	0
ITGB5_RB1	0	1	0	0	0	0	0	0	0	0
ITGB5_RSU1	0	0	0	0	0	0	0	0	0	1
ITGB5_SLC37A4	0	0	1	0	0	0	0	0	0	0
ITGB5_SPRED2	0	0	0	0	0	0	0	0	1	0
ITGB5_SUV39H1	0	0	0	0	0	0	0	0	1	0
ITGB5_TERF2IP	0	0	0	0	1	0	0	0	0	0
ITGB5_TRAK2	0	1	0	0	0	0	0	0	0	0
ITGB5_VAV3	0	0	0	0	0	0	0	0	1	0
ITGB5_ZNF274	0	1	0	0	0	0	0	0	0	0
JMJD6_ABHD6	1	0	0	0	0	0	0	0	0	0
JMJD6_AKAP8	0	0	0	0	0	0	0	0	0	1
JMJD6_ATP6V0B	0	0	0	0	0	0	0	0	0	1
JMJD6_BLMH	1	0	0	0	0	0	0	0	0	0
JMJD6_C2CD2	1	0	0	0	0	0	0	0	0	0
JMJD6_CEBPD	0	0	0	0	0	0	0	0	0	1
JMJD6_DSG2	0	0	0	0	0	0	0	0	0	1
JMJD6_GDPD5	0	0	0	0	0	0	0	0	0	1
JMJD6_GPR56	0	0	0	0	1	0	0	0	0	0
JMJD6_HEATR1	0	1	0	0	0	0	0	0	0	0
JMJD6_LYPLA1	1	0	0	0	0	0	0	0	0	0
JMJD6_MAPK9	0	0	0	0	0	0	0	0	0	1
JMJD6_MBNL2	0	0	0	0	0	0	0	0	0	1
JMJD6_NFKB2	0	0	0	0	0	0	0	0	0	1
JMJD6_NIT1	0	0	0	0	0	0	0	0	0	1
JMJD6_PMM2	0	0	0	0	0	0	0	0	0	1
JMJD6_PRR7	0	0	1	0	0	0	0	0	0	0
JMJD6_RPP38	0	0	0	0	0	0	0	0	1	1
JMJD6_TP53	1	0	0	0	0	0	0	0	0	0
JMJD6_TRIM2	0	0	0	0	1	0	0	0	0	0
JMJD6_TWF2	0	0	0	0	0	0	0	0	0	1
JMJD6_UBQLN2	0	0	0	0	1	0	0	0	0	0
JMJD6_USP14	1	0	0	0	1	0	0	0	0	1
JMJD6_WDTC1	0	0	0	0	0	0	0	0	0	1
JMJD6_YTHDF1	0	0	0	0	1	0	0	0	0	0
JUN_ADAT1	0	0	0	0	0	0	0	0	1	0
JUN_CAB39	0	1	0	0	0	0	0	0	0	0
JUN_CASC3	1	0	0	0	0	0	0	0	0	0
JUN_COPS7A	0	1	0	0	0	0	0	0	0	0
JUN_DUSP14	1	0	0	0	0	0	0	0	0	0
JUN_FAM20B	0	1	0	0	0	0	0	0	0	0
JUN_FAM63A	0	1	0	0	0	0	0	0	0	0
JUN_GOLT1B	1	0	0	0	0	0	0	0	0	0
JUN_HADH	1	0	0	0	0	0	0	0	0	0
JUN_KIAA0355	0	0	0	0	1	0	0	0	0	0
JUN_LIG1	0	1	0	0	0	0	0	0	0	0
JUN_MAPK13	0	0	0	0	0	0	1	0	0	0
JUN_MBNL1	0	0	0	0	1	0	0	0	0	0
JUN_NISCH	0	0	1	0	0	0	0	0	0	0
JUN_PLCB3	0	0	0	0	0	0	1	0	0	0
JUN_PPP2R5A	1	0	0	0	0	0	0	0	0	0
JUN_PRKACA	0	1	0	0	0	0	0	0	0	0
JUN_PWP1	0	0	0	0	1	0	0	0	0	0
JUN_RB1	0	0	0	0	0	0	1	0	0	0
JUN_SLC11A2	0	1	0	0	0	0	0	0	0	0
JUN_SMARCA4	0	0	0	0	0	0	1	0	0	0
JUN_STK25	0	0	0	0	1	0	0	0	0	0
JUN_TMED10	0	0	0	0	0	0	0	0	1	0
JUN_UBE2A	0	0	0	0	0	0	1	0	0	0
JUN_UFM1	1	1	0	0	0	0	0	0	0	0
JUN_VAV3	0	0	0	0	0	0	0	0	1	0
KAT6A_CD44	0	0	1	0	0	0	0	0	0	0
KAT6A_CDK6	0	0	0	0	0	0	0	0	0	1
KAT6A_COPS7A	0	0	0	0	0	0	0	0	1	0
KAT6A_EGR1	0	0	0	0	0	0	0	0	1	0
KAT6A_GRN	0	0	0	0	0	0	0	0	0	1
KAT6A_PNKP	0	1	0	0	1	0	0	0	0	0
KAT6B_ALDOC	0	0	0	0	1	0	0	0	0	0
KAT6B_ASCC3	0	0	0	0	1	0	0	0	0	0
KAT6B_ATF6	0	0	0	0	0	0	1	0	0	0
KAT6B_BAD	0	0	0	0	0	0	1	0	0	0
KAT6B_BMP4	0	0	0	0	1	0	0	0	0	0
KAT6B_CDC25B	0	0	0	0	1	0	0	0	0	0
KAT6B_CRKL	0	0	0	0	0	0	1	0	0	0
KAT6B_DAG1	0	0	0	0	0	0	0	0	0	1
KAT6B_DUSP11	0	0	0	0	1	0	0	0	0	0
KAT6B_EGFR	1	0	0	0	0	0	0	0	0	0
KAT6B_EPHA3	0	0	0	0	0	0	0	0	1	0
KAT6B_FAM57A	0	1	0	0	0	0	0	0	0	0
KAT6B_FOS	0	0	0	0	1	0	0	0	0	0
KAT6B_FSD1	0	0	0	0	1	0	0	0	0	0
KAT6B_HAT1	0	0	0	0	0	0	0	0	1	0
KAT6B_HK1	0	0	1	0	0	0	0	0	0	0
KAT6B_ICMT	0	0	0	0	0	0	0	0	1	0
KAT6B_IFRD2	0	0	0	0	1	0	0	0	0	0
KAT6B_IKBKE	0	0	0	0	1	0	0	0	0	0
KAT6B_MAST2	0	0	0	0	1	0	0	0	0	0
KAT6B_MYLK	0	0	0	0	0	0	1	0	0	0
KAT6B_NUSAP1	0	0	1	0	0	0	0	0	0	0
KAT6B_PAK4	0	0	0	0	0	0	0	0	0	1
KAT6B_PIGB	0	0	1	0	0	0	0	0	0	0
KAT6B_PIN1	0	0	0	0	0	0	0	0	1	0
KAT6B_PLCB3	0	0	0	0	0	0	1	0	0	0
KAT6B_POLB	0	1	0	0	0	0	0	0	0	1
KAT6B_PSMB8	0	0	0	0	0	0	0	0	0	1
KAT6B_PTGS2	0	1	0	0	0	0	0	0	0	0
KAT6B_RPS6KA1	0	0	0	0	1	0	0	0	0	0
KAT6B_RSU1	0	0	0	0	0	0	0	0	1	0
KAT6B_TBP	0	1	0	0	0	0	0	0	0	0
KAT6B_TIMELESS	0	0	0	0	0	0	0	0	1	0
KAT6B_TP53	0	0	0	0	0	0	0	0	0	1
KAT6B_UFM1	0	0	0	0	1	0	0	0	0	0
KAT6B_USP6NL	0	0	0	0	0	0	1	0	0	0
KAT6B_VAPB	0	0	0	0	0	0	1	0	0	0
KCNK1_ACBD3	0	0	0	0	0	0	0	0	0	1
KCNK1_AKR7A2	0	0	0	0	0	0	0	0	0	1
KCNK1_ALDOC	0	0	0	0	0	0	0	0	0	1
KCNK1_ATP6V0B	0	0	0	0	0	0	0	0	0	1
KCNK1_BUB1B	0	0	1	0	0	0	0	0	0	0
KCNK1_C2CD2L	0	0	1	0	0	0	0	0	0	0
KCNK1_CASC3	1	0	0	0	0	0	0	0	0	1
KCNK1_CCNB2	1	0	0	0	0	0	0	0	0	1
KCNK1_CDC25B	1	1	0	0	0	0	0	0	0	0
KCNK1_CDK2	0	0	0	0	0	0	0	0	0	1
KCNK1_CDK5R1	0	0	0	0	0	0	0	0	0	1
KCNK1_CENPE	0	0	1	0	0	0	0	0	0	0
KCNK1_CERK	0	0	0	0	0	0	0	0	0	1
KCNK1_CHERP	1	0	0	0	0	0	0	0	0	0
KCNK1_CHN1	0	0	1	0	0	0	0	0	0	0
KCNK1_COG2	0	0	0	0	0	0	0	0	0	1
KCNK1_CSK	0	0	1	0	0	0	0	0	0	0
KCNK1_DNTTIP2	0	0	1	0	0	0	0	0	0	0
KCNK1_DYRK3	0	0	1	0	0	0	0	0	0	0
KCNK1_EZH2	0	0	0	0	0	0	0	0	0	1
KCNK1_FOS	0	0	1	0	0	0	0	0	0	0
KCNK1_HADH	1	0	0	0	0	0	0	0	0	1
KCNK1_MLEC	0	0	0	0	0	0	0	0	0	1
KCNK1_NCAPD2	1	0	0	0	0	0	0	0	1	1
KCNK1_NOS3	0	0	0	0	0	0	0	0	0	1
KCNK1_NR3C1	0	0	1	0	0	0	0	0	0	0
KCNK1_NUP62	0	0	0	0	0	0	0	0	0	1
KCNK1_NVL	0	1	0	0	0	0	0	0	0	0
KCNK1_PAK1	0	1	0	0	0	0	0	0	0	0
KCNK1_PAK4	1	1	0	0	0	0	0	0	0	0
KCNK1_PAPD7	0	0	1	0	0	0	0	0	0	1
KCNK1_PAX8	0	0	1	0	0	0	0	0	0	1
KCNK1_PDHX	0	0	0	0	0	0	0	0	0	1
KCNK1_PLA2G15	0	0	1	0	0	0	0	0	0	0
KCNK1_PLSCR1	0	0	1	0	0	0	0	0	0	0
KCNK1_PPIC	1	0	0	0	0	0	0	0	0	0
KCNK1_PRKACA	0	0	0	0	0	0	0	0	0	1
KCNK1_PRKAG2	0	0	0	0	0	0	0	0	1	1
KCNK1_PRUNE	0	0	0	0	0	0	0	0	0	1
KCNK1_PTPN6	1	0	0	0	0	0	0	0	0	1
KCNK1_RALGDS	1	0	0	0	0	0	0	0	0	0
KCNK1_RGS2	0	0	0	0	0	0	0	0	1	0
KCNK1_SMAD3	0	0	1	0	0	0	0	0	0	0
KCNK1_SMARCC1	0	0	1	0	0	0	0	0	0	1
KCNK1_SQRDL	0	0	0	0	0	0	0	0	0	1
KCNK1_TBC1D9B	0	0	0	0	0	0	0	0	0	1
KCNK1_TIMP2	1	0	0	0	0	0	0	0	0	0
KCNK1_TLE1	1	0	0	0	0	0	0	0	0	1
KCNK1_TSTA3	1	0	1	0	0	0	0	0	0	1
KCTD5_AKAP8	0	0	0	0	0	0	1	0	0	0
KCTD5_ALDOC	0	0	0	0	1	0	0	0	0	0
KCTD5_CBR3	0	1	0	0	0	0	0	0	0	0
KCTD5_CEBPD	0	0	0	0	0	0	0	0	0	1
KCTD5_CEP57	0	0	0	0	0	0	0	0	0	1
KCTD5_CRYZ	0	0	0	0	0	0	1	0	0	0
KCTD5_CSNK2A2	0	0	0	0	0	0	1	0	0	0
KCTD5_CXCL2	0	0	0	0	0	0	0	0	0	1
KCTD5_DMTF1	0	0	0	0	0	0	0	0	1	0
KCTD5_FGFR2	0	0	0	0	0	0	0	0	0	1
KCTD5_FKBP14	0	0	0	0	0	0	1	0	0	0
KCTD5_GTPBP8	0	0	0	0	0	0	0	0	0	1
KCTD5_IFRD2	0	0	0	0	0	0	1	0	0	0
KCTD5_IKZF1	0	0	0	0	0	0	0	0	0	1
KCTD5_KIF2C	0	0	0	0	0	0	0	0	1	0
KCTD5_LRP10	0	0	0	0	0	0	0	0	0	1
KCTD5_MELK	0	0	0	0	1	0	0	0	0	0
KCTD5_NUP133	0	0	0	0	0	0	1	0	0	0
KCTD5_NUP88	0	0	0	0	1	0	0	0	0	0
KCTD5_PHKA1	0	0	0	0	0	0	1	0	0	0
KCTD5_PLS1	0	0	0	0	0	0	1	0	0	0
KCTD5_PPP2R5A	0	0	0	0	0	0	1	0	0	0
KCTD5_PRKCD	1	0	0	0	0	0	0	0	0	0
KCTD5_RPL39L	0	0	0	0	0	0	0	0	1	0
KCTD5_SERPINE1	0	0	0	0	1	0	0	0	0	0
KCTD5_STAMBP	0	0	0	0	0	0	1	0	0	0
KCTD5_TIMM9	0	0	1	0	0	0	0	0	0	0
KCTD5_TJP1	0	0	0	0	0	0	1	0	0	0
KCTD5_TPD52L2	0	0	0	0	0	0	0	0	1	0
KCTD5_ZDHHC6	0	0	0	0	0	0	1	0	0	0
KDELR2_ADH5	0	0	0	0	0	0	0	0	0	1
KDELR2_BAG3	0	0	0	0	0	0	0	0	0	1
KDELR2_CBLB	0	1	0	0	0	0	0	0	0	0
KDELR2_CLTB	0	0	0	0	1	0	0	0	0	0
KDELR2_EBNA1BP2	0	0	0	0	0	0	0	0	0	1
KDELR2_FZD7	0	1	0	0	0	0	0	0	0	0
KDELR2_MLLT11	0	0	0	0	0	0	0	0	0	1
KDELR2_MMP1	0	0	0	0	0	0	0	0	0	1
KDELR2_MRPS2	0	1	0	0	0	0	0	0	0	0
KDELR2_NENF	0	0	0	0	0	0	0	0	0	1
KDELR2_NOTCH1	0	1	0	0	0	0	0	0	0	0
KDELR2_NUCB2	0	0	0	0	1	0	0	0	0	0
KDELR2_NUDT9	0	0	0	0	1	0	0	0	0	0
KDELR2_PHKA1	0	0	0	0	0	0	0	0	0	1
KDELR2_SNX13	0	0	0	0	0	0	0	0	1	0
KDM3A_APBB2	0	0	0	0	0	0	0	0	1	0
KDM3A_B3GNT1	0	1	0	0	0	0	0	0	0	0
KDM3A_CDK6	0	0	0	0	0	0	0	0	0	1
KDM3A_DSG2	0	0	0	0	1	0	0	0	0	0
KDM3A_GPR56	0	0	0	0	0	0	0	0	0	1
KDM3A_GTF2E2	0	0	0	0	0	0	0	0	0	1
KDM3A_HMGA2	1	0	0	0	0	0	0	0	0	0
KDM3A_MMP1	0	0	0	0	0	0	0	0	0	1
KDM3A_POLB	0	0	0	0	0	0	0	0	1	0
KDM3A_RAB4A	0	0	0	0	0	0	0	0	0	1
KDM3A_SUZ12	0	0	0	0	0	0	0	0	1	0
KDM5A_AGL	0	0	0	0	0	0	0	0	0	1
KDM5A_ANKRD10	0	0	0	0	1	0	0	0	0	0
KDM5A_BDH1	0	0	0	0	0	0	0	1	0	0
KDM5A_CASP3	0	0	0	0	0	0	0	1	0	0
KDM5A_CAT	0	0	1	0	0	0	0	0	0	0
KDM5A_CDC45	0	0	1	0	0	0	0	0	0	0
KDM5A_CLIC4	0	0	0	0	0	0	0	1	0	0
KDM5A_EDEM1	0	0	0	0	0	0	0	1	0	0
KDM5A_FBXO21	0	0	0	0	0	0	0	1	0	0
KDM5A_FIS1	0	0	0	0	1	0	0	0	0	0
KDM5A_FYN	0	0	0	0	0	0	0	0	1	0
KDM5A_G3BP1	0	0	0	0	0	0	0	1	0	0
KDM5A_GNAI1	0	0	0	0	1	0	0	0	0	0
KDM5A_GOLT1B	0	0	0	0	1	0	0	0	0	0
KDM5A_HIST2H2BE	0	0	1	0	0	0	0	0	0	0
KDM5A_HMG20B	0	0	0	0	1	0	0	0	0	0
KDM5A_IL4R	0	0	0	0	0	0	0	0	0	1
KDM5A_KDM3A	0	0	0	0	1	0	0	0	0	0
KDM5A_KEAP1	0	0	0	0	0	0	0	0	1	0
KDM5A_KIAA0355	0	0	1	0	0	0	0	0	0	0
KDM5A_LAGE3	0	0	0	0	0	0	0	0	1	0
KDM5A_LYRM1	0	0	0	0	0	0	0	0	0	1
KDM5A_MBNL1	0	0	1	0	0	0	0	0	0	0
KDM5A_MEST	0	0	0	0	1	0	0	0	0	0
KDM5A_MRPL19	0	1	0	0	0	1	0	1	0	0
KDM5A_PAFAH1B1	0	0	0	0	1	0	0	0	0	0
KDM5A_PAK1	0	1	0	0	0	0	0	0	0	0
KDM5A_PCM1	0	0	0	0	0	0	0	0	1	0
KDM5A_PRAF2	0	0	1	0	0	0	0	0	0	0
KDM5A_RAB21	0	0	1	0	0	0	0	0	0	0
KDM5A_RSU1	0	0	0	0	1	0	0	0	0	0
KDM5A_SESN1	1	0	0	0	0	1	0	0	0	0
KDM5A_SMARCD2	0	0	0	0	0	0	0	0	0	1
KDM5A_TBX2	0	0	1	0	0	0	0	0	0	0
KDM5A_TMCO1	0	0	1	0	0	1	0	0	0	0
KDM5A_TNFRSF21	0	1	0	0	0	1	0	1	0	0
KDM5A_TSC22D3	0	0	0	0	0	1	0	0	0	0
KDM5A_UTP14A	0	0	0	0	0	0	0	0	1	0
KDM5A_VGLL4	0	0	0	0	0	0	0	0	1	0
KDM5B_ACLY	0	1	0	0	1	0	0	0	0	1
KDM5B_ANKRD10	0	0	0	0	1	0	0	0	0	0
KDM5B_CASC3	1	0	0	0	0	0	0	0	0	0
KDM5B_CAST	0	0	0	0	0	0	0	0	0	1
KDM5B_CCNB2	0	0	0	0	1	0	0	0	0	0
KDM5B_CDH3	0	1	0	0	0	0	0	0	0	0
KDM5B_CHERP	0	0	1	0	0	0	0	0	0	1
KDM5B_CISD1	0	0	0	0	0	0	0	0	0	1
KDM5B_COG2	0	0	0	0	1	0	0	0	0	0
KDM5B_CRYZ	0	0	0	0	0	0	0	0	0	1
KDM5B_CSK	0	1	0	0	0	0	0	0	0	0
KDM5B_CSNK1A1	0	0	0	0	0	0	0	0	0	1
KDM5B_DLD	0	0	0	0	1	0	0	0	0	0
KDM5B_DSG2	0	1	0	0	0	0	0	0	0	1
KDM5B_ETS1	0	0	0	0	1	0	0	0	0	0
KDM5B_FAM20B	0	0	0	0	0	0	0	0	0	1
KDM5B_FBXO11	0	0	0	0	0	0	0	0	0	1
KDM5B_FCHO1	0	0	0	0	0	0	0	1	0	0
KDM5B_FHL2	0	0	0	0	1	0	0	0	0	0
KDM5B_FYN	1	0	0	0	1	0	0	0	0	0
KDM5B_GATA3	0	0	0	0	1	0	0	0	0	0
KDM5B_GNAI2	0	0	0	0	0	0	0	0	1	0
KDM5B_GNB5	1	0	0	0	0	0	0	0	0	0
KDM5B_GPATCH8	0	0	0	0	1	0	0	0	0	0
KDM5B_GRN	1	0	1	0	1	0	0	0	0	0
KDM5B_HEBP1	0	0	0	0	0	0	0	0	0	1
KDM5B_HS2ST1	0	0	0	0	0	0	0	0	0	1
KDM5B_HSPA1A	0	1	0	0	0	0	0	0	0	0
KDM5B_KIF14	1	0	0	0	1	0	0	0	0	0
KDM5B_KLHL9	0	0	0	0	0	0	0	1	0	0
KDM5B_LIG1	1	0	0	0	0	0	0	0	0	0
KDM5B_MAPK9	0	0	1	0	0	0	0	0	0	0
KDM5B_MNAT1	1	0	0	0	1	0	0	0	1	0
KDM5B_NET1	1	0	0	0	0	0	0	0	0	0
KDM5B_NIPSNAP1	0	1	0	0	1	0	0	0	0	1
KDM5B_NIT1	1	0	1	0	1	0	0	0	0	0
KDM5B_NPC1	1	0	0	0	1	0	0	0	0	0
KDM5B_OXCT1	0	0	0	0	1	0	0	0	0	0
KDM5B_PDIA5	1	1	0	0	1	0	0	0	0	1
KDM5B_PECR	0	0	0	0	1	0	0	0	0	0
KDM5B_PGRMC1	1	1	1	0	1	1	0	1	1	1
KDM5B_PHGDH	0	0	1	0	0	0	0	0	0	0
KDM5B_PIGB	0	0	0	0	1	0	0	0	0	1
KDM5B_PLP2	0	0	1	0	0	0	0	0	0	0
KDM5B_PMM2	0	0	0	0	0	0	0	0	1	0
KDM5B_PNKP	0	0	0	0	0	0	0	0	0	1
KDM5B_POLE2	0	0	0	0	1	0	0	0	0	0
KDM5B_PPIE	0	1	0	0	0	0	0	0	0	0
KDM5B_PPOX	0	0	1	0	0	0	0	0	0	0
